Image_Name,Number,Gender,Hand,Finger,Alteration,Difficulty
114__F_Right_ring_finger_CR.BMP,114,F,Right,ring,CR,Easy
114__F_Right_ring_finger_Obl.BMP,114,F,Right,ring,Obl,Easy
114__F_Right_ring_finger_Zcut.BMP,114,F,Right,ring,Zcut,Easy
114__F_Right_thumb_finger_CR.BMP,114,F,Right,thumb,CR,Easy
114__F_Right_thumb_finger_Obl.BMP,114,F,Right,thumb,Obl,Easy
114__F_Right_thumb_finger_Zcut.BMP,114,F,Right,thumb,Zcut,Easy
115__F_Left_index_finger_CR.BMP,115,F,Left,index,CR,Easy
115__F_Left_index_finger_Obl.BMP,115,F,Left,index,Obl,Easy
115__F_Left_index_finger_Zcut.BMP,115,F,Left,index,Zcut,Easy
115__F_Left_little_finger_CR.BMP,115,F,Left,little,CR,Easy
115__F_Left_little_finger_Obl.BMP,115,F,Left,little,Obl,Easy
115__F_Left_little_finger_Zcut.BMP,115,F,Left,little,Zcut,Easy
115__F_Left_ring_finger_CR.BMP,115,F,Left,ring,CR,Easy
115__F_Left_ring_finger_Obl.BMP,115,F,Left,ring,Obl,Easy
115__F_Left_ring_finger_Zcut.BMP,115,F,Left,ring,Zcut,Easy
115__F_Left_thumb_finger_CR.BMP,115,F,Left,thumb,CR,Easy
115__F_Left_thumb_finger_Obl.BMP,115,F,Left,thumb,Obl,Easy
115__F_Left_thumb_finger_Zcut.BMP,115,F,Left,thumb,Zcut,Easy
115__F_Right_little_finger_CR.BMP,115,F,Right,little,CR,Easy
115__F_Right_little_finger_Obl.BMP,115,F,Right,little,Obl,Easy
115__F_Right_little_finger_Zcut.BMP,115,F,Right,little,Zcut,Easy
115__F_Right_middle_finger_CR.BMP,115,F,Right,middle,CR,Easy
115__F_Right_middle_finger_Obl.BMP,115,F,Right,middle,Obl,Easy
115__F_Right_middle_finger_Zcut.BMP,115,F,Right,middle,Zcut,Easy
115__F_Right_ring_finger_CR.BMP,115,F,Right,ring,CR,Easy
115__F_Right_ring_finger_Obl.BMP,115,F,Right,ring,Obl,Easy
115__F_Right_ring_finger_Zcut.BMP,115,F,Right,ring,Zcut,Easy
115__F_Right_thumb_finger_CR.BMP,115,F,Right,thumb,CR,Easy
115__F_Right_thumb_finger_Obl.BMP,115,F,Right,thumb,Obl,Easy
115__F_Right_thumb_finger_Zcut.BMP,115,F,Right,thumb,Zcut,Easy
116__M_Left_little_finger_CR.BMP,116,M,Left,little,CR,Easy
116__M_Left_little_finger_Obl.BMP,116,M,Left,little,Obl,Easy
116__M_Left_little_finger_Zcut.BMP,116,M,Left,little,Zcut,Easy
116__M_Left_middle_finger_CR.BMP,116,M,Left,middle,CR,Easy
116__M_Left_middle_finger_Obl.BMP,116,M,Left,middle,Obl,Easy
116__M_Left_middle_finger_Zcut.BMP,116,M,Left,middle,Zcut,Easy
116__M_Left_ring_finger_CR.BMP,116,M,Left,ring,CR,Easy
116__M_Left_ring_finger_Obl.BMP,116,M,Left,ring,Obl,Easy
116__M_Left_ring_finger_Zcut.BMP,116,M,Left,ring,Zcut,Easy
116__M_Left_thumb_finger_CR.BMP,116,M,Left,thumb,CR,Easy
116__M_Left_thumb_finger_Obl.BMP,116,M,Left,thumb,Obl,Easy
116__M_Left_thumb_finger_Zcut.BMP,116,M,Left,thumb,Zcut,Easy
116__M_Right_index_finger_CR.BMP,116,M,Right,index,CR,Easy
116__M_Right_index_finger_Obl.BMP,116,M,Right,index,Obl,Easy
116__M_Right_index_finger_Zcut.BMP,116,M,Right,index,Zcut,Easy
116__M_Right_little_finger_CR.BMP,116,M,Right,little,CR,Easy
116__M_Right_little_finger_Obl.BMP,116,M,Right,little,Obl,Easy
116__M_Right_little_finger_Zcut.BMP,116,M,Right,little,Zcut,Easy
116__M_Right_middle_finger_CR.BMP,116,M,Right,middle,CR,Easy
116__M_Right_middle_finger_Obl.BMP,116,M,Right,middle,Obl,Easy
116__M_Right_middle_finger_Zcut.BMP,116,M,Right,middle,Zcut,Easy
116__M_Right_ring_finger_CR.BMP,116,M,Right,ring,CR,Easy
116__M_Right_ring_finger_Obl.BMP,116,M,Right,ring,Obl,Easy
116__M_Right_ring_finger_Zcut.BMP,116,M,Right,ring,Zcut,Easy
116__M_Right_thumb_finger_CR.BMP,116,M,Right,thumb,CR,Easy
116__M_Right_thumb_finger_Obl.BMP,116,M,Right,thumb,Obl,Easy
116__M_Right_thumb_finger_Zcut.BMP,116,M,Right,thumb,Zcut,Easy
117__F_Left_little_finger_CR.BMP,117,F,Left,little,CR,Easy
117__F_Left_little_finger_Obl.BMP,117,F,Left,little,Obl,Easy
117__F_Left_little_finger_Zcut.BMP,117,F,Left,little,Zcut,Easy
117__F_Left_middle_finger_CR.BMP,117,F,Left,middle,CR,Easy
117__F_Left_middle_finger_Obl.BMP,117,F,Left,middle,Obl,Easy
117__F_Left_middle_finger_Zcut.BMP,117,F,Left,middle,Zcut,Easy
117__F_Left_ring_finger_CR.BMP,117,F,Left,ring,CR,Easy
117__F_Left_ring_finger_Obl.BMP,117,F,Left,ring,Obl,Easy
117__F_Left_ring_finger_Zcut.BMP,117,F,Left,ring,Zcut,Easy
117__F_Right_little_finger_CR.BMP,117,F,Right,little,CR,Easy
117__F_Right_little_finger_Obl.BMP,117,F,Right,little,Obl,Easy
117__F_Right_little_finger_Zcut.BMP,117,F,Right,little,Zcut,Easy
117__F_Right_middle_finger_CR.BMP,117,F,Right,middle,CR,Easy
117__F_Right_middle_finger_Obl.BMP,117,F,Right,middle,Obl,Easy
117__F_Right_middle_finger_Zcut.BMP,117,F,Right,middle,Zcut,Easy
117__F_Right_ring_finger_CR.BMP,117,F,Right,ring,CR,Easy
117__F_Right_ring_finger_Obl.BMP,117,F,Right,ring,Obl,Easy
117__F_Right_ring_finger_Zcut.BMP,117,F,Right,ring,Zcut,Easy
117__F_Right_thumb_finger_CR.BMP,117,F,Right,thumb,CR,Easy
117__F_Right_thumb_finger_Obl.BMP,117,F,Right,thumb,Obl,Easy
117__F_Right_thumb_finger_Zcut.BMP,117,F,Right,thumb,Zcut,Easy
118__F_Left_index_finger_CR.BMP,118,F,Left,index,CR,Easy
118__F_Left_index_finger_Obl.BMP,118,F,Left,index,Obl,Easy
118__F_Left_index_finger_Zcut.BMP,118,F,Left,index,Zcut,Easy
118__F_Left_ring_finger_CR.BMP,118,F,Left,ring,CR,Easy
118__F_Left_ring_finger_Obl.BMP,118,F,Left,ring,Obl,Easy
118__F_Left_ring_finger_Zcut.BMP,118,F,Left,ring,Zcut,Easy
118__F_Left_thumb_finger_CR.BMP,118,F,Left,thumb,CR,Easy
118__F_Left_thumb_finger_Obl.BMP,118,F,Left,thumb,Obl,Easy
118__F_Left_thumb_finger_Zcut.BMP,118,F,Left,thumb,Zcut,Easy
118__F_Right_middle_finger_CR.BMP,118,F,Right,middle,CR,Easy
118__F_Right_middle_finger_Obl.BMP,118,F,Right,middle,Obl,Easy
118__F_Right_middle_finger_Zcut.BMP,118,F,Right,middle,Zcut,Easy
118__F_Right_ring_finger_CR.BMP,118,F,Right,ring,CR,Easy
118__F_Right_ring_finger_Obl.BMP,118,F,Right,ring,Obl,Easy
118__F_Right_ring_finger_Zcut.BMP,118,F,Right,ring,Zcut,Easy
118__F_Right_thumb_finger_CR.BMP,118,F,Right,thumb,CR,Easy
118__F_Right_thumb_finger_Obl.BMP,118,F,Right,thumb,Obl,Easy
118__F_Right_thumb_finger_Zcut.BMP,118,F,Right,thumb,Zcut,Easy
119__F_Left_index_finger_CR.BMP,119,F,Left,index,CR,Easy
119__F_Left_index_finger_Obl.BMP,119,F,Left,index,Obl,Easy
119__F_Left_index_finger_Zcut.BMP,119,F,Left,index,Zcut,Easy
119__F_Left_little_finger_CR.BMP,119,F,Left,little,CR,Easy
119__F_Left_little_finger_Obl.BMP,119,F,Left,little,Obl,Easy
119__F_Left_little_finger_Zcut.BMP,119,F,Left,little,Zcut,Easy
119__F_Left_ring_finger_CR.BMP,119,F,Left,ring,CR,Easy
119__F_Left_ring_finger_Obl.BMP,119,F,Left,ring,Obl,Easy
119__F_Left_ring_finger_Zcut.BMP,119,F,Left,ring,Zcut,Easy
119__F_Left_thumb_finger_CR.BMP,119,F,Left,thumb,CR,Easy
119__F_Left_thumb_finger_Obl.BMP,119,F,Left,thumb,Obl,Easy
119__F_Left_thumb_finger_Zcut.BMP,119,F,Left,thumb,Zcut,Easy
119__F_Right_ring_finger_CR.BMP,119,F,Right,ring,CR,Easy
119__F_Right_ring_finger_Obl.BMP,119,F,Right,ring,Obl,Easy
119__F_Right_ring_finger_Zcut.BMP,119,F,Right,ring,Zcut,Easy
119__F_Right_thumb_finger_CR.BMP,119,F,Right,thumb,CR,Easy
119__F_Right_thumb_finger_Obl.BMP,119,F,Right,thumb,Obl,Easy
119__F_Right_thumb_finger_Zcut.BMP,119,F,Right,thumb,Zcut,Easy
11__M_Left_index_finger_CR.BMP,11,M,Left,index,CR,Easy
11__M_Left_index_finger_Obl.BMP,11,M,Left,index,Obl,Easy
11__M_Left_index_finger_Zcut.BMP,11,M,Left,index,Zcut,Easy
11__M_Right_index_finger_CR.BMP,11,M,Right,index,CR,Easy
11__M_Right_index_finger_Obl.BMP,11,M,Right,index,Obl,Easy
11__M_Right_index_finger_Zcut.BMP,11,M,Right,index,Zcut,Easy
11__M_Right_little_finger_CR.BMP,11,M,Right,little,CR,Easy
11__M_Right_little_finger_Obl.BMP,11,M,Right,little,Obl,Easy
11__M_Right_little_finger_Zcut.BMP,11,M,Right,little,Zcut,Easy
11__M_Right_middle_finger_CR.BMP,11,M,Right,middle,CR,Easy
11__M_Right_middle_finger_Obl.BMP,11,M,Right,middle,Obl,Easy
11__M_Right_middle_finger_Zcut.BMP,11,M,Right,middle,Zcut,Easy
120__M_Left_index_finger_CR.BMP,120,M,Left,index,CR,Easy
120__M_Left_index_finger_Obl.BMP,120,M,Left,index,Obl,Easy
120__M_Left_index_finger_Zcut.BMP,120,M,Left,index,Zcut,Easy
120__M_Left_little_finger_CR.BMP,120,M,Left,little,CR,Easy
120__M_Left_little_finger_Obl.BMP,120,M,Left,little,Obl,Easy
120__M_Left_little_finger_Zcut.BMP,120,M,Left,little,Zcut,Easy
120__M_Left_thumb_finger_CR.BMP,120,M,Left,thumb,CR,Easy
120__M_Left_thumb_finger_Obl.BMP,120,M,Left,thumb,Obl,Easy
120__M_Left_thumb_finger_Zcut.BMP,120,M,Left,thumb,Zcut,Easy
120__M_Right_little_finger_CR.BMP,120,M,Right,little,CR,Easy
120__M_Right_little_finger_Obl.BMP,120,M,Right,little,Obl,Easy
120__M_Right_little_finger_Zcut.BMP,120,M,Right,little,Zcut,Easy
120__M_Right_middle_finger_CR.BMP,120,M,Right,middle,CR,Easy
120__M_Right_middle_finger_Obl.BMP,120,M,Right,middle,Obl,Easy
120__M_Right_middle_finger_Zcut.BMP,120,M,Right,middle,Zcut,Easy
121__F_Left_index_finger_CR.BMP,121,F,Left,index,CR,Easy
121__F_Left_index_finger_Obl.BMP,121,F,Left,index,Obl,Easy
121__F_Left_index_finger_Zcut.BMP,121,F,Left,index,Zcut,Easy
121__F_Left_little_finger_CR.BMP,121,F,Left,little,CR,Easy
121__F_Left_little_finger_Obl.BMP,121,F,Left,little,Obl,Easy
121__F_Left_little_finger_Zcut.BMP,121,F,Left,little,Zcut,Easy
121__F_Left_middle_finger_CR.BMP,121,F,Left,middle,CR,Easy
121__F_Left_middle_finger_Obl.BMP,121,F,Left,middle,Obl,Easy
121__F_Left_middle_finger_Zcut.BMP,121,F,Left,middle,Zcut,Easy
121__F_Left_ring_finger_CR.BMP,121,F,Left,ring,CR,Easy
121__F_Left_ring_finger_Obl.BMP,121,F,Left,ring,Obl,Easy
121__F_Left_ring_finger_Zcut.BMP,121,F,Left,ring,Zcut,Easy
121__F_Right_index_finger_CR.BMP,121,F,Right,index,CR,Easy
121__F_Right_index_finger_Obl.BMP,121,F,Right,index,Obl,Easy
121__F_Right_index_finger_Zcut.BMP,121,F,Right,index,Zcut,Easy
121__F_Right_little_finger_CR.BMP,121,F,Right,little,CR,Easy
121__F_Right_little_finger_Obl.BMP,121,F,Right,little,Obl,Easy
121__F_Right_little_finger_Zcut.BMP,121,F,Right,little,Zcut,Easy
121__F_Right_middle_finger_CR.BMP,121,F,Right,middle,CR,Easy
121__F_Right_middle_finger_Obl.BMP,121,F,Right,middle,Obl,Easy
121__F_Right_middle_finger_Zcut.BMP,121,F,Right,middle,Zcut,Easy
121__F_Right_ring_finger_CR.BMP,121,F,Right,ring,CR,Easy
121__F_Right_ring_finger_Obl.BMP,121,F,Right,ring,Obl,Easy
121__F_Right_ring_finger_Zcut.BMP,121,F,Right,ring,Zcut,Easy
122__M_Left_index_finger_CR.BMP,122,M,Left,index,CR,Easy
122__M_Left_index_finger_Obl.BMP,122,M,Left,index,Obl,Easy
122__M_Left_index_finger_Zcut.BMP,122,M,Left,index,Zcut,Easy
122__M_Left_ring_finger_CR.BMP,122,M,Left,ring,CR,Easy
122__M_Left_ring_finger_Obl.BMP,122,M,Left,ring,Obl,Easy
122__M_Left_ring_finger_Zcut.BMP,122,M,Left,ring,Zcut,Easy
122__M_Left_thumb_finger_CR.BMP,122,M,Left,thumb,CR,Easy
122__M_Left_thumb_finger_Obl.BMP,122,M,Left,thumb,Obl,Easy
122__M_Left_thumb_finger_Zcut.BMP,122,M,Left,thumb,Zcut,Easy
122__M_Right_index_finger_CR.BMP,122,M,Right,index,CR,Easy
122__M_Right_index_finger_Obl.BMP,122,M,Right,index,Obl,Easy
122__M_Right_index_finger_Zcut.BMP,122,M,Right,index,Zcut,Easy
122__M_Right_middle_finger_CR.BMP,122,M,Right,middle,CR,Easy
122__M_Right_middle_finger_Obl.BMP,122,M,Right,middle,Obl,Easy
122__M_Right_middle_finger_Zcut.BMP,122,M,Right,middle,Zcut,Easy
122__M_Right_ring_finger_CR.BMP,122,M,Right,ring,CR,Easy
122__M_Right_ring_finger_Obl.BMP,122,M,Right,ring,Obl,Easy
122__M_Right_ring_finger_Zcut.BMP,122,M,Right,ring,Zcut,Easy
122__M_Right_thumb_finger_CR.BMP,122,M,Right,thumb,CR,Easy
122__M_Right_thumb_finger_Obl.BMP,122,M,Right,thumb,Obl,Easy
122__M_Right_thumb_finger_Zcut.BMP,122,M,Right,thumb,Zcut,Easy
123__M_Left_index_finger_CR.BMP,123,M,Left,index,CR,Easy
123__M_Left_index_finger_Obl.BMP,123,M,Left,index,Obl,Easy
123__M_Left_index_finger_Zcut.BMP,123,M,Left,index,Zcut,Easy
123__M_Left_ring_finger_CR.BMP,123,M,Left,ring,CR,Easy
123__M_Left_ring_finger_Obl.BMP,123,M,Left,ring,Obl,Easy
123__M_Left_ring_finger_Zcut.BMP,123,M,Left,ring,Zcut,Easy
123__M_Right_index_finger_CR.BMP,123,M,Right,index,CR,Easy
123__M_Right_index_finger_Obl.BMP,123,M,Right,index,Obl,Easy
123__M_Right_index_finger_Zcut.BMP,123,M,Right,index,Zcut,Easy
123__M_Right_little_finger_CR.BMP,123,M,Right,little,CR,Easy
123__M_Right_little_finger_Obl.BMP,123,M,Right,little,Obl,Easy
123__M_Right_little_finger_Zcut.BMP,123,M,Right,little,Zcut,Easy
123__M_Right_ring_finger_CR.BMP,123,M,Right,ring,CR,Easy
123__M_Right_ring_finger_Obl.BMP,123,M,Right,ring,Obl,Easy
123__M_Right_ring_finger_Zcut.BMP,123,M,Right,ring,Zcut,Easy
123__M_Right_thumb_finger_CR.BMP,123,M,Right,thumb,CR,Easy
123__M_Right_thumb_finger_Obl.BMP,123,M,Right,thumb,Obl,Easy
123__M_Right_thumb_finger_Zcut.BMP,123,M,Right,thumb,Zcut,Easy
124__M_Left_index_finger_CR.BMP,124,M,Left,index,CR,Easy
124__M_Left_index_finger_Obl.BMP,124,M,Left,index,Obl,Easy
124__M_Left_index_finger_Zcut.BMP,124,M,Left,index,Zcut,Easy
124__M_Left_little_finger_CR.BMP,124,M,Left,little,CR,Easy
124__M_Left_little_finger_Obl.BMP,124,M,Left,little,Obl,Easy
124__M_Left_little_finger_Zcut.BMP,124,M,Left,little,Zcut,Easy
124__M_Left_middle_finger_CR.BMP,124,M,Left,middle,CR,Easy
124__M_Left_middle_finger_Obl.BMP,124,M,Left,middle,Obl,Easy
124__M_Left_middle_finger_Zcut.BMP,124,M,Left,middle,Zcut,Easy
124__M_Left_ring_finger_CR.BMP,124,M,Left,ring,CR,Easy
124__M_Left_ring_finger_Obl.BMP,124,M,Left,ring,Obl,Easy
124__M_Left_ring_finger_Zcut.BMP,124,M,Left,ring,Zcut,Easy
124__M_Left_thumb_finger_CR.BMP,124,M,Left,thumb,CR,Easy
124__M_Left_thumb_finger_Obl.BMP,124,M,Left,thumb,Obl,Easy
124__M_Left_thumb_finger_Zcut.BMP,124,M,Left,thumb,Zcut,Easy
124__M_Right_index_finger_CR.BMP,124,M,Right,index,CR,Easy
124__M_Right_index_finger_Obl.BMP,124,M,Right,index,Obl,Easy
124__M_Right_index_finger_Zcut.BMP,124,M,Right,index,Zcut,Easy
124__M_Right_middle_finger_CR.BMP,124,M,Right,middle,CR,Easy
124__M_Right_middle_finger_Obl.BMP,124,M,Right,middle,Obl,Easy
124__M_Right_middle_finger_Zcut.BMP,124,M,Right,middle,Zcut,Easy
124__M_Right_ring_finger_CR.BMP,124,M,Right,ring,CR,Easy
124__M_Right_ring_finger_Obl.BMP,124,M,Right,ring,Obl,Easy
124__M_Right_ring_finger_Zcut.BMP,124,M,Right,ring,Zcut,Easy
124__M_Right_thumb_finger_CR.BMP,124,M,Right,thumb,CR,Easy
124__M_Right_thumb_finger_Obl.BMP,124,M,Right,thumb,Obl,Easy
124__M_Right_thumb_finger_Zcut.BMP,124,M,Right,thumb,Zcut,Easy
125__M_Left_index_finger_CR.BMP,125,M,Left,index,CR,Easy
125__M_Left_index_finger_Obl.BMP,125,M,Left,index,Obl,Easy
125__M_Left_index_finger_Zcut.BMP,125,M,Left,index,Zcut,Easy
125__M_Left_little_finger_CR.BMP,125,M,Left,little,CR,Easy
125__M_Left_little_finger_Obl.BMP,125,M,Left,little,Obl,Easy
125__M_Left_little_finger_Zcut.BMP,125,M,Left,little,Zcut,Easy
125__M_Left_middle_finger_CR.BMP,125,M,Left,middle,CR,Easy
125__M_Left_middle_finger_Obl.BMP,125,M,Left,middle,Obl,Easy
125__M_Left_middle_finger_Zcut.BMP,125,M,Left,middle,Zcut,Easy
125__M_Left_thumb_finger_CR.BMP,125,M,Left,thumb,CR,Easy
125__M_Left_thumb_finger_Obl.BMP,125,M,Left,thumb,Obl,Easy
125__M_Left_thumb_finger_Zcut.BMP,125,M,Left,thumb,Zcut,Easy
125__M_Right_little_finger_CR.BMP,125,M,Right,little,CR,Easy
125__M_Right_little_finger_Obl.BMP,125,M,Right,little,Obl,Easy
125__M_Right_little_finger_Zcut.BMP,125,M,Right,little,Zcut,Easy
125__M_Right_middle_finger_CR.BMP,125,M,Right,middle,CR,Easy
125__M_Right_middle_finger_Obl.BMP,125,M,Right,middle,Obl,Easy
125__M_Right_middle_finger_Zcut.BMP,125,M,Right,middle,Zcut,Easy
125__M_Right_ring_finger_CR.BMP,125,M,Right,ring,CR,Easy
125__M_Right_ring_finger_Obl.BMP,125,M,Right,ring,Obl,Easy
125__M_Right_ring_finger_Zcut.BMP,125,M,Right,ring,Zcut,Easy
125__M_Right_thumb_finger_CR.BMP,125,M,Right,thumb,CR,Easy
125__M_Right_thumb_finger_Obl.BMP,125,M,Right,thumb,Obl,Easy
125__M_Right_thumb_finger_Zcut.BMP,125,M,Right,thumb,Zcut,Easy
126__F_Left_index_finger_CR.BMP,126,F,Left,index,CR,Easy
126__F_Left_index_finger_Obl.BMP,126,F,Left,index,Obl,Easy
126__F_Left_index_finger_Zcut.BMP,126,F,Left,index,Zcut,Easy
126__F_Left_little_finger_CR.BMP,126,F,Left,little,CR,Easy
126__F_Left_little_finger_Obl.BMP,126,F,Left,little,Obl,Easy
126__F_Left_little_finger_Zcut.BMP,126,F,Left,little,Zcut,Easy
126__F_Left_middle_finger_CR.BMP,126,F,Left,middle,CR,Easy
126__F_Left_middle_finger_Obl.BMP,126,F,Left,middle,Obl,Easy
126__F_Left_middle_finger_Zcut.BMP,126,F,Left,middle,Zcut,Easy
126__F_Left_ring_finger_CR.BMP,126,F,Left,ring,CR,Easy
126__F_Left_ring_finger_Obl.BMP,126,F,Left,ring,Obl,Easy
126__F_Left_ring_finger_Zcut.BMP,126,F,Left,ring,Zcut,Easy
126__F_Left_thumb_finger_CR.BMP,126,F,Left,thumb,CR,Easy
126__F_Left_thumb_finger_Obl.BMP,126,F,Left,thumb,Obl,Easy
126__F_Left_thumb_finger_Zcut.BMP,126,F,Left,thumb,Zcut,Easy
126__F_Right_index_finger_CR.BMP,126,F,Right,index,CR,Easy
126__F_Right_index_finger_Obl.BMP,126,F,Right,index,Obl,Easy
126__F_Right_index_finger_Zcut.BMP,126,F,Right,index,Zcut,Easy
126__F_Right_little_finger_CR.BMP,126,F,Right,little,CR,Easy
126__F_Right_little_finger_Obl.BMP,126,F,Right,little,Obl,Easy
126__F_Right_little_finger_Zcut.BMP,126,F,Right,little,Zcut,Easy
126__F_Right_ring_finger_CR.BMP,126,F,Right,ring,CR,Easy
126__F_Right_ring_finger_Obl.BMP,126,F,Right,ring,Obl,Easy
126__F_Right_ring_finger_Zcut.BMP,126,F,Right,ring,Zcut,Easy
126__F_Right_thumb_finger_CR.BMP,126,F,Right,thumb,CR,Easy
126__F_Right_thumb_finger_Obl.BMP,126,F,Right,thumb,Obl,Easy
126__F_Right_thumb_finger_Zcut.BMP,126,F,Right,thumb,Zcut,Easy
127__F_Left_little_finger_Obl.BMP,127,F,Left,little,Obl,Easy
127__F_Left_middle_finger_CR.BMP,127,F,Left,middle,CR,Easy
127__F_Left_middle_finger_Obl.BMP,127,F,Left,middle,Obl,Easy
127__F_Left_middle_finger_Zcut.BMP,127,F,Left,middle,Zcut,Easy
127__F_Left_ring_finger_Obl.BMP,127,F,Left,ring,Obl,Easy
127__F_Right_index_finger_CR.BMP,127,F,Right,index,CR,Easy
127__F_Right_index_finger_Obl.BMP,127,F,Right,index,Obl,Easy
127__F_Right_index_finger_Zcut.BMP,127,F,Right,index,Zcut,Easy
127__F_Right_little_finger_CR.BMP,127,F,Right,little,CR,Easy
127__F_Right_little_finger_Obl.BMP,127,F,Right,little,Obl,Easy
127__F_Right_little_finger_Zcut.BMP,127,F,Right,little,Zcut,Easy
127__F_Right_middle_finger_CR.BMP,127,F,Right,middle,CR,Easy
127__F_Right_middle_finger_Obl.BMP,127,F,Right,middle,Obl,Easy
127__F_Right_middle_finger_Zcut.BMP,127,F,Right,middle,Zcut,Easy
127__F_Right_ring_finger_CR.BMP,127,F,Right,ring,CR,Easy
127__F_Right_ring_finger_Obl.BMP,127,F,Right,ring,Obl,Easy
127__F_Right_ring_finger_Zcut.BMP,127,F,Right,ring,Zcut,Easy
127__F_Right_thumb_finger_CR.BMP,127,F,Right,thumb,CR,Easy
127__F_Right_thumb_finger_Obl.BMP,127,F,Right,thumb,Obl,Easy
127__F_Right_thumb_finger_Zcut.BMP,127,F,Right,thumb,Zcut,Easy
128__M_Left_index_finger_CR.BMP,128,M,Left,index,CR,Easy
128__M_Left_index_finger_Obl.BMP,128,M,Left,index,Obl,Easy
128__M_Left_index_finger_Zcut.BMP,128,M,Left,index,Zcut,Easy
128__M_Left_little_finger_CR.BMP,128,M,Left,little,CR,Easy
128__M_Left_little_finger_Obl.BMP,128,M,Left,little,Obl,Easy
128__M_Left_little_finger_Zcut.BMP,128,M,Left,little,Zcut,Easy
128__M_Left_middle_finger_CR.BMP,128,M,Left,middle,CR,Easy
128__M_Left_middle_finger_Obl.BMP,128,M,Left,middle,Obl,Easy
128__M_Left_middle_finger_Zcut.BMP,128,M,Left,middle,Zcut,Easy
128__M_Left_ring_finger_CR.BMP,128,M,Left,ring,CR,Easy
128__M_Left_ring_finger_Obl.BMP,128,M,Left,ring,Obl,Easy
128__M_Left_ring_finger_Zcut.BMP,128,M,Left,ring,Zcut,Easy
128__M_Left_thumb_finger_CR.BMP,128,M,Left,thumb,CR,Easy
128__M_Left_thumb_finger_Obl.BMP,128,M,Left,thumb,Obl,Easy
128__M_Left_thumb_finger_Zcut.BMP,128,M,Left,thumb,Zcut,Easy
128__M_Right_index_finger_CR.BMP,128,M,Right,index,CR,Easy
128__M_Right_index_finger_Obl.BMP,128,M,Right,index,Obl,Easy
128__M_Right_index_finger_Zcut.BMP,128,M,Right,index,Zcut,Easy
128__M_Right_middle_finger_CR.BMP,128,M,Right,middle,CR,Easy
128__M_Right_middle_finger_Obl.BMP,128,M,Right,middle,Obl,Easy
128__M_Right_middle_finger_Zcut.BMP,128,M,Right,middle,Zcut,Easy
128__M_Right_ring_finger_CR.BMP,128,M,Right,ring,CR,Easy
128__M_Right_ring_finger_Obl.BMP,128,M,Right,ring,Obl,Easy
128__M_Right_ring_finger_Zcut.BMP,128,M,Right,ring,Zcut,Easy
128__M_Right_thumb_finger_CR.BMP,128,M,Right,thumb,CR,Easy
128__M_Right_thumb_finger_Obl.BMP,128,M,Right,thumb,Obl,Easy
128__M_Right_thumb_finger_Zcut.BMP,128,M,Right,thumb,Zcut,Easy
129__M_Left_index_finger_CR.BMP,129,M,Left,index,CR,Easy
129__M_Left_index_finger_Obl.BMP,129,M,Left,index,Obl,Easy
129__M_Left_index_finger_Zcut.BMP,129,M,Left,index,Zcut,Easy
129__M_Left_little_finger_CR.BMP,129,M,Left,little,CR,Easy
129__M_Left_little_finger_Obl.BMP,129,M,Left,little,Obl,Easy
129__M_Left_little_finger_Zcut.BMP,129,M,Left,little,Zcut,Easy
129__M_Left_middle_finger_CR.BMP,129,M,Left,middle,CR,Easy
129__M_Left_middle_finger_Obl.BMP,129,M,Left,middle,Obl,Easy
129__M_Left_middle_finger_Zcut.BMP,129,M,Left,middle,Zcut,Easy
129__M_Left_ring_finger_CR.BMP,129,M,Left,ring,CR,Easy
129__M_Left_ring_finger_Obl.BMP,129,M,Left,ring,Obl,Easy
129__M_Left_ring_finger_Zcut.BMP,129,M,Left,ring,Zcut,Easy
129__M_Left_thumb_finger_CR.BMP,129,M,Left,thumb,CR,Easy
129__M_Left_thumb_finger_Obl.BMP,129,M,Left,thumb,Obl,Easy
129__M_Left_thumb_finger_Zcut.BMP,129,M,Left,thumb,Zcut,Easy
129__M_Right_index_finger_CR.BMP,129,M,Right,index,CR,Easy
129__M_Right_index_finger_Obl.BMP,129,M,Right,index,Obl,Easy
129__M_Right_index_finger_Zcut.BMP,129,M,Right,index,Zcut,Easy
129__M_Right_little_finger_CR.BMP,129,M,Right,little,CR,Easy
129__M_Right_little_finger_Obl.BMP,129,M,Right,little,Obl,Easy
129__M_Right_little_finger_Zcut.BMP,129,M,Right,little,Zcut,Easy
129__M_Right_middle_finger_CR.BMP,129,M,Right,middle,CR,Easy
129__M_Right_middle_finger_Obl.BMP,129,M,Right,middle,Obl,Easy
129__M_Right_middle_finger_Zcut.BMP,129,M,Right,middle,Zcut,Easy
129__M_Right_ring_finger_CR.BMP,129,M,Right,ring,CR,Easy
129__M_Right_ring_finger_Obl.BMP,129,M,Right,ring,Obl,Easy
129__M_Right_ring_finger_Zcut.BMP,129,M,Right,ring,Zcut,Easy
129__M_Right_thumb_finger_CR.BMP,129,M,Right,thumb,CR,Easy
129__M_Right_thumb_finger_Obl.BMP,129,M,Right,thumb,Obl,Easy
129__M_Right_thumb_finger_Zcut.BMP,129,M,Right,thumb,Zcut,Easy
12__M_Left_index_finger_CR.BMP,12,M,Left,index,CR,Easy
12__M_Left_index_finger_Obl.BMP,12,M,Left,index,Obl,Easy
